Attaching to listo429c_nextcl_1, listo429c_dd_1, listo429c_me_1, listo429c_listoa_1, listo429c_pgcouch_1, listo429c_adminer_1, listo429c_listo429c_1, listo429c_sqlpad_1, listo429c_maria_1, listo429c_couchdb_1, listo429c_postgres_1, listo429c_pgadmin_1, listo429c_maintapp_1, listo429c_vpv445gb_1
[36madminer_1    |[0m 2020-04-11T04:09:15.195606615Z [Sat Apr 11 04:09:15 2020] PHP 7.4.4 Development Server (http://[::]:8080) started
[33mcouchdb_1    |[0m 2020-04-16T18:34:02.905075577Z [notice] 2020-04-16T18:34:02.904698Z nonode@nohost <0.32506.252> 4c44d9e188 172.27.0.30:6212 172.21.0.1 usera GET //postsdb 200 ok 2
[32msqlpad_1     |[0m 2020-04-15T07:25:55.695819439Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T08:25:55.794396597Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T09:25:55.887166176Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T10:25:55.979171745Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T11:25:56.038322712Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T12:25:56.132507725Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T13:25:56.222316666Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T14:25:56.319730719Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T15:25:56.390559799Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T16:25:56.467806701Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T17:25:56.558591554Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T18:25:56.641560720Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T19:25:56.725104755Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T20:25:56.810622657Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T21:25:56.895259471Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T22:25:56.994799996Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-15T23:25:57.091720384Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T00:25:57.177672128Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T01:25:57.274556838Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T02:25:57.371894781Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T03:25:57.466579181Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T04:25:57.563800826Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T05:25:57.664202387Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T06:25:57.763682717Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T07:25:57.864060972Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T08:25:57.949603026Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T09:25:58.047776408Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T10:25:58.132148630Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T11:25:58.232011657Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T12:25:58.331753030Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T13:25:58.431951368Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T14:25:58.517881337Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T15:25:58.525635292Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T16:25:58.619607953Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T17:25:58.711079595Z [session-file-store] Deleting expired sessions
[32msqlpad_1     |[0m 2020-04-16T18:25:58.786331050Z [session-file-store] Deleting expired sessions
[36mpgcouch_1    |[0m 2020-04-16T17:17:15.974884998Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:18:01.851433258Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FW3AKJuPyF1DRB183GrS0oAkkn1eO1MUgCpscevxgGkJh6vmkSGJHkiPHcA4uj7QHVZAOVhYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:19:01.863059227Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgYg9f____lZiQx41T2AqPtPSN0CiLr9hNQdgKi7j1tdUgKQTKrHa2eSA0hNPH41CiA19njVJDIkyUMUZAEAmIBi9g","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:19:15.989293867Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:20:01.875904666Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FV3AKLuPiF1CyDq9hNS1wBRNx-3uqQEIJlUj9dtSQogNfb41TiA1MTjVZPIkCQPUZAFANWAYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:21:01.889184596Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FW3AKJuP251SQlAMqker1lJDiA18XjVJDIkyRPhoAMQB90npK4Bom4-HkcpgBxlD7EzCwCEzmL2","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:21:15.999803680Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:22:01.902306811Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgVA6v____uzEhnwqjsAUXefkLoGiLr5uNUlOQDJpHigItxqEhmS5PEqgFj2AGIZHnVJCiDL7PGrSQCpqYeoyQIArzNi9g","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:23:01.917088334Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FV3AKLuPiF1DRB183GrS3IAkknxeO1MSgCpqcerJpEhSZ4Ihy-AOGg_HssUQJbZQ8zKAgAweWL2","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:23:16.014448996Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:24:01.927767671Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgNA6v____ezEhnwqlsAUbcft7qkBCCZVA9UhEeNA0hNPF41EPseQOwjqK4Bom4-HjsVQHba4zUrkSFJHqIgCwABv2L2","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:25:01.939716067Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgNA6v____ezEhnwqnsAUfefkLoFEHX7CalrgKibj1tdUgKQTKrHa2eSA0hNPH41CiA19njVJDIkyUMUZAEA1IBi9g","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:25:16.027903469Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:26:01.951929948Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FW3AKJuPyF1ByDq7uNWl6QAJJPs8dqZyJAkj1dBUgLIkHoiHN4AcdB8PGY5gMyKh5iVBQAvjmL2","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:27:01.963866905Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlKQDJJPv___9nJTLgUJPIkCSPV0EeC5BkeACk_hOh7gBE3X1C6hZA1O3HrS4pAeT4eiLsbICYNR-PWQ4gs-IhZmUBAHxpYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:27:16.041888661Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:28:01.976622374Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FW3AKJuPyF1DRB183GrS0oAkkn1eO1McgCpicevRgGkxp4Itx-AuOk-bnWJDEnyEIOyANTkYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:29:01.989510010Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FV3AKLuPiF1CyDq9hNS1wBRNx-3uqQEIJlUj9dtSQ4gNfH41SiA1NjjVZPIkCQPUZAFAN6AYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:29:16.055503942Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:30:02.005781750Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FV3AKLuPiF1CyDq9hNS1wBRNx-3uqQEIJlUj9dtSQ4gNfH41SiA1NjjVZPIkCQPUZAFAN6AYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:31:02.021859539Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlJQDJpPr___9nJTLgUJPHAiQZFgApoLL9hNQ1QNTNx60uSQFkpz1eOxMZkuSJcNQDiGV41CU5gCyLJ8KsAxCz7gPVZQEADjJi9g","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:31:16.069872756Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:32:02.033250230Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgNA6v____ezEhnwqlsAUbefkLoGiLr5uNUlOQDJpHigIjxqEkBq6vGrUQCpscerBuKmBxA34VGXyJAkD1GQBQCS5GL2","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:33:02.045563378Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuRAYeCPBYgyfAASP0nQt0BiLr7hNQtgKjbT0hdA0TdfNzqkhKAZFI9XrclOYDUxONXowBSYw9RkwUAiQJi9g","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:33:16.084446125Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:34:02.059142181Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FW3AKJuP251iQxJ8kQYdABi0H1C6hog6ubjVpeUACST6vHameQAUhOPX40CSI09RE0WAEwIYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:35:02.071735628Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlKQDJJPv___9nJTLgUJPHAiQZHgCp_0SoOwBRd5-QugUQdfsJqWuAqJuPW12SA8gP8XjdlpQAUlOPV00iQ5I8REEWAL-wYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:35:16.097629299Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:36:02.091386781Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgdA6j8QZCUy4FCXyJAkj1cBxKADEIPuE1K3AKJuP251SQlAMqker51JDiA18US4qwFi33w8ZimAzLKHmJUFALNdYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:37:02.102656745Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgNA6v____ezEhnwqlsAUbefkLoGiLr5uNUlJQDJpHqgIkJmPYCYhUddkgLILHv8ahxAauLxqklkSJKHKMgCAKFMYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:37:16.112583087Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
[36mpgcouch_1    |[0m 2020-04-16T17:38:02.113292684Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgVA6v____uzEhnwqmuAqJuPW12SA5BMigcqwqNGAaTGHr-aBJCaerxqIG56AHETHnWJDEnyRBh0AGLQfaC6LACaxWL2","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:39:02.127991430Z poststbl: {"db_name":"postsdb","purge_seq":"0-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjPlsQBJhgNA6v____ezEhlwqEtKAJJJ9UBFuNVAzGqAmDUfj1kOILPiiTDrAcQsguoWQNTtx60ukSFJHq9BSQogR9lD1GQBABggYvY","update_seq":"1058-g1AAAAEzeJzLYWBg4MhgTmHgzcvPy09JdcjLz8gvLskBCjMlMiTJ____PyuxAYeCJAUgmWQPVjMRlxoHkJp4sJoeXGoSQGrqwWrqcajJYwGSDA1ACqhsflZiN151CyDq9mcltuJVdwCi7n5WYh1edQ8g6oDuq8gCANNUZxg","sizes":{"file":1504841,"external":440045,"active":622272},"other":{"data_size":440045},"doc_del_count":114,"doc_count":885,"disk_size":1504841,"disk_format_version":7,"data_size":622272,"compact_running":false,"cluster":{"q":8,"n":1,"w":1,"r":1},"instance_start_time":"0"}
[36mpgcouch_1    |[0m 2020-04-16T17:39:16.124125679Z poststbl: Checkpoint 1057 is current next check in: 120 seconds
